,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28
Auberge-Refuge de la Nova,0,0,0,0,0,33,59,59,30,27,45,36,10,46,19,0,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,18,18,29,33,49,49,48,47,61,61,31,0,0
Les Chambres du Soleil,26,29,29,22,0,4,16,16,24,14,22,0,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,3,5,0,27,21,29,27,29,0,29,29,29
Refuge des Mottets,0,0,0,0,0,0,0,0,0,14,20,14,16,18,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,8,8,13,12,10,12,20,10,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,8,9,0,10,10,6,0,10,4,0,5,10,10,0,10,0,0,9,10,8,0,7,10,0,4,4,10,0,1,10,0,8,6,10,0,6,8,0,5,10,10,0,4,10,0,5,6,10,0,10,5,0,10,10,10,10,10,10,0,10,6,10,0,10,1,0,8,10,10,0,10,10,0,10,10,2,0,7,10,0,10,0,10,0,10,9,0,6,0,10,0,10,10,0,10,10,10,0,10,10,10,10
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,19,19,19,19,19,17,19,19,19,19,18,15,17,19,17,16,11,8,8,13,14,5,19,19,19,19,8,11,5,10,13,9,9,9,6,6,8,16,16,15,10,19,17,7,15,15,14,19,18,9,12,16,11,17,11,19,19,12,12,15,17,3,18,19,7,15,7,17,19,19,19,19,13,18,16,15,6,16,9,10,17,13,17,17,19,19,19,9,12,19,17,13,3,17,13,19,17,9,19,19,17,19,14,19,16,19,0,0,0,0,0,0,0,0
Gîte Le Moulin,28,28,28,28,28,25,28,15,28,26,26,28,28,15,15,27,28,23,18,12,0,15,21,23,1,14,4,0,0,6,24,6,12,3,2,0,14,16,1,0,0,0,0,23,7,0,16,1,0,0,0,24,18,3,0,0,0,9,16,0,13,2,6,1,12,24,22,7,0,0,0,25,4,1,16,6,9,0,23,10,22,4,1,2,12,23,13,11,21,2,7,6,25,12,19,8,1,3,3,19,16,5,12,0,6,0,24,14,24,22,3,9,2,11,28,28,28,28,28,28
Auberge la Boërne,1,0,0,33,33,33,30,33,33,30,33,30,32,28,17,33,15,27,0,3,16,5,10,16,1,1,18,7,0,3,9,1,1,0,13,1,13,0,0,0,0,0,0,21,6,21,0,11,23,14,21,1,11,0,3,1,0,3,3,0,0,1,22,13,0,10,13,0,1,0,24,15,0,29,6,0,7,11,7,0,1,3,0,27,21,1,8,0,0,8,15,15,21,3,13,0,2,16,2,2,5,0,0,0,9,23,10,22,30,17,27,16,31,32,21,33,19,33,33,33
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,16,11,12,0,1,0,1,0,3,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,10,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,38,36,21,36,38,28,37,23,21,3,4,34,36,20,23,1,1,22,32,21,8,20,25,2,21,20,1,3,11,5,2,6,0,1,18,0,0,4,19,8,16,17,5,15,7,1,18,21,22,6,21,1,23,26,0,19,0,0,0,24,17,28,33,30,9,0,19,36,35,20,19,0,0,25,28,33,23,0,34,14,26,0,29,22,26,20,0,0,6,33,37,23,12,11,23,32,36,40,28,7,21,40,40,40,40,0,0,0,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,24,22,24,18,27,21,17,30,26,30,28,18,17,0,28,14,8,26,10,8,14,3,8,4,26,23,0,3,22,13,24,24,18,11,20,22,25,28,30,7,10,6,18,28,17,24,16,6,0,15,19,28,24,11,13,14,21,20,25,30,25,6,1,22,33,26,16,20,14,20,18,16,10,30,21,13,21,28,26,18,26,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Monte Bianco CAI Uget,47,26,11,0,10,29,60,34,46,46,0,42,60,60,44,44,12,0,6,50,32,32,12,0,0,5,33,24,42,44,0,0,2,14,12,28,38,0,0,5,0,26,40,18,0,0,4,26,9,33,36,0,0,3,25,23,54,32,0,0,5,6,42,48,36,3,0,0,16,28,58,14,0,0,8,0,0,8,6,0,0,8,44,30,60,37,10,7,11,49,32,37,46,18,3,7,35,7,44,17,0,0,7,47,29,41,36,6,0,16,50,46,44,46,46,25,46,0,0,0
Rifugio G. Bertone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,5,25,37,1,19,18,6,4,7,19,10,4,10,22,0,23,10,6,3,0,36,1,0,4,2,0,1,24,9,1,24,18,8,9,33,13,0,36,0,0,15,29,5,0,38,21,0,10,25,5,0,5,0,1,30,33,6,0,28,4,3,5,18,10,10,35,1,1,0,0,6,4,16,0,3,8,39,10,6,25,25,6,43,25,5,0,13,8,3,20,29,4,3,30,19,17,0,0,0,0,0,0,0,0
Hotel Funivia,0,0,0,0,4,2,2,10,12,12,12,12,10,10,8,12,14,12,4,12,6,2,8,8,12,12,10,10,10,12,10,4,4,0,0,2,0,4,10,10,0,0,10,10,0,10,8,0,0,10,10,0,10,10,0,0,6,6,6,10,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,2,10,0,0,2,0,2,0,4,4,4,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,31,28,33,29,31,20,20,0,29,29,6,1,10,1,1,15,27,29,14,11,16,2,14,18,11,13,14,10,0,20,12,26,3,18,0,12,20,18,22,4,16,20,7,25,0,21,13,6,19,6,19,31,27,7,10,7,2,1,0,23,12,15,18,1,25,21,0,2,25,18,0,27,21,18,12,19,14,13,29,24,13,22,8,27,1,33,10,25,9,21,14,3,31,12,24,21,24,20,0,33,0,0,0,0,0,0,0,0,0,0
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,12,35,37,17,17,20,12,7,33,25,3,4,10,1,16,17,16,3,0,0,9,18,12,3,0,4,29,0,10,17,16,1,9,1,0,18,15,21,0,28,18,15,12,33,17,8,12,25,16,16,34,17,12,14,28,4,17,19,15,7,28,14,26,16,34,33,12,29,23,27,35,16,31,25,21,28,7,3,18,2,1,0,1,9,15,9,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Gîte La Léchère,0,27,24,27,27,25,27,27,27,27,27,25,27,25,27,25,16,13,25,18,23,27,27,25,6,7,27,27,15,19,16,21,16,23,25,9,17,10,6,25,12,1,12,19,15,14,22,8,23,23,27,20,27,27,9,26,3,13,26,0,10,6,24,26,20,16,13,26,20,27,2,27,21,27,27,0,25,27,21,23,2,23,25,0,27,21,17,12,16,27,21,27,27,27,21,23,21,0,8,5,17,27,20,12,22,23,21,27,26,27,0,27,27,27,27,27,0,0,0,0
Chalet 'Le Dolent',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,30,30,30,0,0,29,28,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,30,30,30,30,30,0,0,30,30,30,0,0,0,0,28,28,0,0,0,0,0,30,30,30,30,0,0,0,0,30,30,30,0,0,0
Maya-Joie,0,0,0,0,0,0,0,0,30,0,0,0,18,48,54,18,8,0,0,12,47,30,0,0,0,0,19,46,30,3,0,0,0,6,26,45,0,0,0,0,3,13,28,0,0,0,0,0,45,27,0,0,0,0,31,46,27,0,0,7,0,18,37,50,0,0,0,0,16,52,36,0,0,18,0,14,52,49,0,0,18,0,14,24,52,0,0,12,0,22,26,51,0,0,0,0,13,46,20,0,0,12,0,14,48,26,0,26,26,0,22,0,14,0,12,18,18,24,0,0
Auberge des Glaciers,0,52,52,52,52,52,49,52,52,50,52,52,51,52,52,39,30,39,39,39,34,19,30,33,37,39,32,37,26,33,32,25,10,25,16,17,6,11,16,27,32,26,25,21,48,25,33,33,25,28,33,21,25,23,21,15,31,15,46,37,35,16,39,39,37,27,24,39,20,28,35,39,36,33,33,39,15,18,33,32,27,39,20,39,39,35,39,39,39,33,36,35,39,30,39,36,35,27,4,1,16,25,25,37,32,39,37,39,39,52,50,52,52,52,52,52,52,52,52,52
Gîte de La Fouly,0,0,0,0,0,0,0,0,14,17,17,15,17,15,17,15,17,14,0,4,10,5,6,9,10,3,5,0,9,0,0,7,0,2,1,0,0,3,5,5,0,0,3,2,2,2,3,1,0,0,3,1,0,1,1,1,3,1,3,0,3,1,7,2,1,0,3,1,0,0,3,6,3,1,2,8,4,1,3,6,3,8,0,1,6,4,6,11,6,1,7,0,0,7,7,3,3,2,2,0,0,0,3,0,1,1,17,9,17,15,15,0,0,0,0,0,0,0,0,0
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,32,25,11,20,18,23,23,22,19,16,22,7,6,17,1,11,12,0,2,8,5,2,0,0,1,13,0,12,0,0,3,13,0,0,8,10,3,1,0,0,0,0,0,4,1,0,12,11,7,1,7,0,0,8,0,16,1,10,4,5,16,11,0,5,18,0,11,9,9,11,18,23,14,16,21,0,1,20,6,9,4,0,9,0,0,0,0,9,6,12,2,23,21,26,20,32,30,0,0,0,0,0,0,0,0
Pension en Plein Air,66,66,50,66,66,66,66,66,66,51,66,66,64,66,64,50,43,38,61,58,40,40,41,26,49,32,42,49,58,31,15,28,27,2,42,62,3,0,14,44,1,26,50,10,10,36,30,46,12,34,25,22,48,29,64,20,60,17,5,40,31,47,57,41,6,29,15,53,41,36,60,39,34,40,22,24,38,48,14,31,31,56,37,51,45,20,38,60,44,50,52,47,38,29,45,51,38,32,54,11,22,38,35,61,61,51,55,40,60,64,66,66,64,45,60,66,66,66,66,66
Auberge Gîte Bon Abri,57,46,42,57,57,41,41,51,42,39,57,57,41,38,56,42,10,42,42,41,47,30,15,13,34,23,24,30,36,9,2,50,16,13,44,36,3,1,46,29,6,25,4,13,21,11,54,16,27,29,16,18,23,45,33,22,15,7,5,28,45,32,6,25,32,27,44,35,33,14,30,17,37,20,37,23,46,17,32,17,50,38,29,46,41,32,31,29,46,11,50,35,35,35,53,11,46,12,39,3,16,36,26,46,35,50,42,35,39,27,55,57,57,42,41,57,57,57,57,57
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,24,20,24,24,24,24,24,21,6,16,18,22,24,18,17,17,15,22,24,18,6,14,20,16,22,20,22,22,22,20,20,18,24,16,20,14,22,24,24,24,12,20,24,16,14,24,24,24,16,22,20,16,24,21,15,18,18,20,24,22,21,20,24,22,20,22,0,24,15,24,22,22,12,0,24,24,20,24,18,20,0,16,20,24,13,23,22,0,14,18,20,24,24,22,0,24,23,24,0,0,0,0,0,0,0
Relais d'Arpette,127,112,127,124,127,115,0,111,85,121,111,106,115,0,60,55,79,88,41,69,95,45,29,16,46,10,44,0,92,41,34,51,45,35,59,56,9,10,30,6,14,61,41,21,10,47,68,21,76,81,52,75,21,32,32,96,79,28,20,82,41,30,87,65,31,12,40,62,10,60,82,70,35,65,54,37,85,73,38,60,39,43,46,85,72,63,26,74,96,54,107,74,52,53,41,44,59,85,58,26,35,73,44,43,38,6,25,22,104,89,67,112,127,117,127,127,127,127,0,127
Hôtel du Col de la Forclaz,12,12,12,12,9,10,12,12,4,12,12,12,10,12,12,6,12,4,7,6,11,0,0,1,5,12,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,6,0,0,4,0,12,0,4,0,8,5,1,12,0,12,0,0,0,3,5,4,7,0,0,10,9,0,1,2,1,0,8,6,8,3,12,10,5,5,5,10,0,0,0,7,0,4,0,0,0,5,0,10,10,12,11,12,12,12,12,12,12,12,12,12
Auberge Mont-Blanc,22,22,22,22,22,22,20,10,10,22,22,22,12,22,13,6,18,15,18,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,14,1,0,0,1,1,0,4,0,0,0,0,0,14,2,4,10,7,0,3,9,6,0,0,0,0,0,0,10,0,0,0,3,10,4,16,14,14,22,17,22,22,22,22,22,0,0
La Grande Ourse,0,0,0,0,0,0,20,14,0,0,0,0,19,0,0,24,24,24,12,0,8,8,0,5,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,4,22,2,0,0,0,0,6,20,0,0,8,0,0,4,7,20,20,4,8,0,20,15,20,0,0,0,0,0,0,0,0,0,0,9,16,16,24,12,16,22,0,0,0,0,0,0,0
Refuge Le Peuty,23,23,23,23,23,23,15,23,20,23,20,23,19,8,21,23,21,19,12,1,17,3,0,4,7,4,0,1,0,1,0,4,10,0,0,0,2,0,0,0,0,0,0,0,2,10,0,0,1,0,0,3,1,0,0,0,0,1,0,3,3,0,1,0,9,5,0,4,5,2,0,0,0,17,4,9,8,9,0,4,0,1,1,3,0,2,10,11,5,19,8,19,5,21,3,1,0,1,0,6,0,3,8,4,0,13,3,18,11,23,9,22,22,23,23,23,23,23,23,23
