,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28
Chalet Les Méandres (ex Tupilak),30,30,30,30,30,30,30,30,30,30,30,29,26,19,28,28,30,24,30,28,22,19,30,30,0,0,0,0,0,0,32,35,31,35,27,25,29,28,35,32,33,30,24,35,34,31,31,35,34,31,27,28,27,27,35,35,35,32,35,33,35,35,35,33,35,35,35,33,33,29,29,31,32,35,35,32,30,28,35,30,33,30,33,31,33,33,29,29,29,29,28,35,29,35,35,35,33,35,30,27,25,35,35,35,35,35,31,35,35,30,33,35,35,35,35,35,35,35,35,35
Gîte Michel Fagot,0,0,0,0,0,0,22,25,27,27,25,25,24,26,25,20,16,25,20,27,22,23,22,23,17,8,13,21,22,12,19,27,17,23,19,16,6,25,14,18,25,20,22,16,19,19,24,25,16,23,27,23,27,23,23,22,27,18,20,25,19,24,27,19,18,27,19,25,22,18,27,20,23,19,26,25,22,21,27,24,17,27,27,22,24,24,23,21,23,20,20,26,19,19,25,25,27,21,27,27,23,25,27,24,26,16,27,25,27,27,27,25,27,27,27,27,27,27,0,0
Refuge du Fioux,22,22,22,22,20,20,21,22,22,21,20,22,16,9,4,12,19,16,19,12,7,11,22,22,16,5,21,7,7,20,2,15,15,22,0,20,21,15,18,13,22,9,2,18,19,6,18,16,20,10,20,14,15,22,19,3,3,19,16,14,16,22,3,22,21,21,22,16,19,0,0,20,22,22,10,20,18,22,21,17,19,17,18,0,3,22,22,20,18,17,9,20,19,22,22,18,20,6,4,20,22,8,18,15,0,7,22,22,22,22,22,22,0,0,0,0,0,0,0,0
Auberge du Truc,0,0,0,0,0,0,0,0,0,15,15,15,13,15,5,0,15,17,14,12,3,7,11,1,14,14,18,15,13,5,2,19,15,4,14,11,9,16,9,13,13,16,3,13,8,12,2,6,9,12,19,7,25,18,4,0,23,16,14,9,14,0,15,18,13,1,12,18,17,11,15,17,0,22,14,7,20,16,6,6,20,18,22,22,11,14,18,11,10,3,22,18,5,1,9,8,10,15,2,4,4,13,13,13,15,15,15,13,8,0,0,0,0,0,0,0,0,0,0,0
La Ferme à Piron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,12,12,0,0,14,14,8,12,11,0,3,6,0,0,0,0,0,2,3,1,4,6,8,0,2,0,0,7,0,7,2,0,11,6,12,13,10,0,0,4,14,6,12,3,2,1,11,12,11,2,3,0,2,2,12,12,12,5,0,5,6,14,12,12,8,0,4,14,0,14,14,0,2,4,6,0,0,14,6,0,1,14,14,14,4,12,0,8,11,14,14,14,14,8,8,10,10,10,10,0,0,0
Gîte les Mélèzes,0,0,0,0,0,0,0,0,0,0,0,8,10,1,4,2,5,0,5,3,0,4,3,2,0,5,3,4,4,1,0,0,5,0,0,4,0,1,0,4,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6,0,6,10,2,0,0,6,0,6,1,0,0,0,6,0,1,7,3,0,4,5,0,4,4,2,5,0,0,0,5,0,0,0,4,0,0,10,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte le Pontet,72,72,69,72,68,60,43,67,58,72,70,64,51,43,17,31,69,49,52,27,23,13,23,70,54,40,28,32,14,9,7,39,28,8,18,3,21,42,37,58,34,22,14,2,61,35,7,8,0,18,8,35,48,56,66,23,7,27,70,22,28,34,14,8,7,39,49,30,57,22,16,24,65,38,46,38,35,5,33,53,59,43,41,20,40,29,61,48,56,52,36,37,16,39,25,36,49,17,8,34,72,56,58,48,57,41,45,72,72,48,66,72,72,70,72,72,72,72,72,72
Refuge de Nant Borrant,0,0,0,0,10,10,10,9,8,10,9,4,10,6,3,2,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,2,5,0,1,7,0,2,5,0,0,4,0,0,4,0,0,0,1,10,0,2,10,0,0,6,5,3,0,2,2,0,4,5,8,3,2,4,0,1,1,7,0,0,0,0,0,0,3,5,4,0,0,1,0,0,8,10,7,8,10,10,10,10,10,10,0,0,0,0,0,0,0
Refuge des Prés,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,13,8,16,7,1,16,16,11,10,6,5,5,0,5,9,1,12,8,10,6,0,0,0,6,1,12,8,0,8,9,4,6,16,16,6,14,16,14,0,3,16,9,4,15,12,11,8,10,6,13,16,16,14,7,4,16,16,16,16,16,3,7,8,2,14,2,14,2,8,10,12,16,16,9,0,16,6,4,14,14,16,14,16,12,14,0,7,16,0,12,16,9,16,16,16,16,16,16,16,16,16,16,16,16
Refuge de la Balme,0,0,0,0,0,0,0,0,0,0,0,0,34,20,8,8,19,31,26,27,11,0,8,18,22,22,9,1,0,1,25,2,22,1,1,0,10,0,0,0,0,0,7,15,21,9,32,0,2,26,13,17,15,17,29,9,10,9,15,19,16,12,5,23,8,20,18,24,15,30,5,6,14,28,27,25,31,1,9,21,15,17,34,20,19,23,15,36,33,0,12,28,10,20,14,29,30,28,0,28,20,25,21,15,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auberge-Refuge de la Nova,0,0,0,0,0,33,59,59,30,27,45,36,10,46,19,0,3,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,18,18,29,33,49,49,48,47,61,61,31,0,0
Les Chambres du Soleil,26,29,29,22,0,4,16,16,24,14,22,0,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,16,3,5,0,27,21,29,27,29,0,29,29,29
Refuge des Mottets,0,0,0,0,0,0,0,0,0,16,20,14,16,18,4,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,8,8,13,12,10,12,20,10,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,8,9,0,10,10,6,0,10,4,0,5,10,10,0,10,0,0,9,10,8,0,8,10,0,4,4,10,0,1,10,0,8,6,10,0,6,8,0,5,10,10,0,4,10,0,5,6,10,0,10,5,0,10,10,10,10,10,10,0,10,6,10,0,10,3,0,8,10,10,0,10,10,0,10,10,2,0,7,10,0,10,0,10,0,10,9,0,6,0,10,0,10,10,0,10,10,10,0,10,10,10,10
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,18,15,17,19,19,16,11,8,8,13,16,5,19,19,19,19,8,11,5,10,13,9,7,9,6,8,8,16,16,15,10,19,17,7,15,15,14,19,18,8,12,16,11,17,11,19,19,12,12,15,17,3,18,19,7,15,7,17,19,19,19,19,13,18,16,15,1,19,9,10,17,13,17,17,19,19,19,9,12,19,17,13,5,17,19,19,17,9,19,19,17,19,14,19,16,19,0,0,0,0,0,0,0,0
Gîte Le Moulin,28,28,28,28,28,25,28,15,28,26,28,28,28,15,15,27,28,28,18,19,0,15,21,23,1,14,4,0,0,11,24,8,12,3,2,0,14,16,1,0,0,0,0,23,9,0,16,1,0,0,0,24,18,5,0,0,0,9,16,0,13,2,6,1,12,24,22,10,0,1,0,25,4,1,16,6,9,0,23,10,22,4,7,2,12,23,13,11,23,2,7,6,25,14,19,12,1,3,3,21,16,5,12,0,6,0,24,14,20,22,9,9,0,13,28,28,28,28,28,28
Auberge la Boërne,1,0,0,33,33,33,30,33,33,30,33,30,32,28,17,33,15,27,0,3,16,5,10,16,2,1,18,7,0,5,9,1,1,0,13,1,13,0,0,0,0,0,0,21,10,21,0,12,23,14,21,2,15,0,3,1,0,3,3,0,0,1,23,13,0,12,13,0,1,0,24,16,0,29,6,0,7,11,7,0,1,3,0,27,21,1,9,0,3,0,18,15,22,6,16,0,2,16,2,6,5,0,1,2,12,23,10,22,30,17,27,16,31,32,21,33,19,33,33,33
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,16,11,12,0,1,0,1,0,3,0,1,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,11,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,38,36,21,36,38,28,37,23,23,5,2,34,36,24,23,1,1,22,32,21,8,20,25,2,21,20,1,3,11,6,2,6,0,1,18,0,0,6,19,8,18,17,5,15,7,1,18,21,25,6,21,1,23,26,0,19,0,0,0,24,17,28,33,30,9,0,21,36,35,20,19,0,0,25,28,33,23,3,34,17,26,0,29,22,26,20,0,0,9,34,37,23,12,11,23,32,36,40,28,7,21,40,40,40,40,0,0,0,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,24,22,24,18,27,21,17,30,30,30,28,18,17,0,28,14,8,26,10,8,14,3,8,4,26,23,0,3,22,18,28,28,18,11,20,22,25,28,30,7,10,6,18,28,17,24,16,6,0,15,19,28,24,11,13,14,21,20,25,30,25,6,1,22,33,26,16,22,14,20,18,23,10,30,21,13,21,28,26,18,26,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Monte Bianco CAI Uget,47,26,11,0,10,29,60,34,46,46,0,42,60,60,44,44,12,0,6,50,32,32,12,0,0,5,35,24,42,44,0,0,2,14,12,28,38,0,0,5,0,26,40,18,0,0,4,26,9,33,36,0,0,3,25,23,54,32,0,0,5,6,42,48,36,3,0,0,16,28,58,14,0,0,8,0,0,8,6,0,0,8,44,30,60,37,10,7,13,49,32,37,46,18,5,11,35,7,44,17,0,0,10,49,32,41,36,6,0,16,50,46,44,46,46,25,46,0,0,0
Rifugio G. Bertone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,5,36,37,1,20,18,6,4,7,21,18,4,10,22,0,23,10,6,3,0,36,3,0,4,4,0,1,24,11,1,24,18,8,12,33,13,0,36,0,0,15,29,6,0,38,21,0,10,25,6,0,5,1,1,30,33,6,0,28,4,3,5,24,10,10,35,4,1,0,0,9,4,19,0,3,12,39,10,6,25,25,8,43,25,5,0,13,8,3,20,29,4,3,30,19,17,0,0,0,0,0,0,0,0
Hotel Funivia,0,0,0,0,4,2,2,10,12,12,12,12,10,10,8,12,14,12,4,12,6,2,8,8,12,12,10,10,10,12,10,4,4,0,0,2,0,4,10,10,0,0,10,10,0,10,8,0,0,10,10,10,10,10,0,0,6,6,6,10,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,10,0,0,0,0,2,4,2,10,0,0,2,0,2,0,4,4,4,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
