,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28
Chalet Les Méandres (ex Tupilak),30,30,30,30,30,30,30,30,30,30,30,29,26,21,30,30,30,24,30,28,22,19,30,30,0,0,0,0,0,0,32,35,31,35,30,25,34,28,35,32,33,30,24,35,34,31,34,35,34,31,27,28,30,27,35,35,35,32,35,33,35,35,35,33,35,35,35,33,33,29,29,31,32,35,35,32,30,28,35,30,33,30,33,31,33,33,33,29,29,29,28,35,29,35,35,35,33,35,30,27,35,35,35,35,35,35,31,35,35,30,33,35,35,35,35,35,35,35,35,35
Gîte Michel Fagot,0,0,0,0,0,0,22,25,27,27,27,25,24,26,25,20,21,25,22,27,24,23,22,25,13,13,13,17,25,8,15,27,17,23,19,16,0,25,14,14,25,16,22,16,19,21,24,25,19,23,27,19,27,23,23,18,27,18,20,27,19,24,27,19,18,27,19,25,22,18,27,20,23,15,26,25,22,21,23,24,17,27,27,18,24,24,25,21,25,22,21,26,21,19,25,25,27,21,27,27,23,25,27,20,22,16,27,25,27,23,27,25,27,27,27,27,27,27,0,0
Refuge du Fioux,22,22,22,22,20,20,21,22,22,21,20,22,16,9,4,12,16,16,21,12,7,13,22,22,16,5,22,7,7,20,2,18,15,22,0,20,21,15,18,13,22,9,2,18,19,7,18,18,20,10,20,14,15,22,19,3,3,19,16,17,22,22,3,22,21,21,22,16,19,0,0,20,22,22,10,20,18,22,21,17,19,17,18,0,3,22,22,20,18,17,9,20,19,22,22,18,20,8,9,20,22,18,18,15,0,5,22,22,22,22,22,22,0,0,0,0,0,0,0,0
Auberge du Truc,0,0,0,0,0,0,0,0,0,15,15,15,13,15,7,1,15,17,14,12,3,7,15,6,14,14,18,15,13,5,11,19,15,4,14,11,9,16,9,13,14,16,3,13,8,16,4,6,9,12,21,7,25,18,4,0,23,16,14,16,14,0,15,18,13,1,14,18,17,12,15,17,3,22,14,9,22,16,6,6,20,18,22,22,13,14,18,13,13,3,22,18,5,1,9,8,10,15,2,4,4,13,15,13,15,15,15,13,8,0,0,0,0,0,0,0,0,0,0,0
La Ferme à Piron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,12,12,0,0,14,14,8,12,14,0,3,10,0,0,0,0,2,2,5,1,4,6,8,0,2,0,0,7,0,7,2,0,11,6,12,13,10,0,0,4,14,6,12,3,3,1,11,12,11,2,3,0,2,2,12,12,12,5,0,5,6,14,12,12,8,0,4,14,0,14,14,0,2,4,8,0,0,14,6,0,1,14,14,14,14,14,0,8,11,14,14,14,14,8,8,10,10,10,10,0,0,0
Gîte les Mélèzes,0,0,0,0,0,0,0,0,0,0,0,8,10,1,4,2,5,0,5,3,0,4,4,2,0,5,3,4,4,1,0,0,5,0,0,4,0,1,0,4,0,0,0,0,0,8,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6,0,6,10,2,0,0,6,0,6,1,0,0,0,6,0,1,7,3,0,4,5,0,4,4,2,5,0,0,0,5,0,0,0,4,0,0,10,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte le Pontet,72,72,69,72,68,60,43,67,58,72,70,64,51,50,17,31,69,54,52,27,23,15,23,70,54,40,28,32,14,17,7,39,28,8,20,9,21,43,37,58,35,22,14,2,61,35,7,8,0,18,11,35,48,56,66,23,7,27,70,22,28,34,14,8,7,40,49,30,60,22,16,27,71,44,48,39,35,5,33,57,59,43,41,20,40,29,61,48,56,52,36,37,16,41,25,46,49,19,8,34,72,72,58,48,57,41,45,72,72,48,66,72,72,70,72,72,72,72,72,72
Refuge de Nant Borrant,0,0,0,0,10,10,10,9,8,10,9,6,10,6,6,4,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3,2,0,2,5,0,1,7,0,2,5,0,0,4,0,0,4,0,0,0,1,10,5,2,10,0,0,6,5,3,0,2,2,0,4,5,8,5,2,4,0,1,3,7,5,0,0,0,0,0,4,7,4,0,0,1,0,2,8,10,9,8,10,10,10,10,10,10,0,0,0,0,0,0,0
Refuge des Prés,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,14,8,16,7,1,16,16,11,10,6,5,10,0,8,9,1,12,10,10,6,0,0,0,6,1,12,8,0,8,9,5,16,16,16,6,14,16,14,0,3,16,9,11,15,15,14,8,11,14,13,16,16,14,10,5,16,16,16,16,16,3,9,8,2,14,2,14,2,8,12,12,16,16,9,2,16,6,4,14,16,16,14,16,12,14,0,10,16,0,12,16,9,16,16,16,16,16,16,16,16,16,16,16,16
Refuge de la Balme,0,0,0,0,0,0,0,0,0,0,0,0,34,20,8,10,20,31,26,29,11,0,10,18,22,22,9,1,0,10,25,5,25,1,3,0,6,0,0,4,0,0,7,15,21,7,32,3,19,26,13,20,15,17,29,9,10,9,15,24,20,12,9,23,8,24,18,28,15,30,5,9,14,28,27,32,31,4,11,22,15,17,34,20,19,23,15,38,33,0,12,28,15,20,14,29,30,28,0,31,20,29,21,25,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
