,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28
Chalet Les Méandres (ex Tupilak),30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,30,29,30,28,25,19,30,30,0,0,0,0,0,0,33,35,33,35,31,25,34,33,35,32,33,33,24,35,34,34,34,35,34,31,29,28,30,29,35,35,35,32,35,33,35,35,35,35,35,35,35,35,35,33,29,33,32,35,35,32,30,28,35,30,35,32,33,31,33,33,33,32,35,29,30,35,29,35,35,35,33,35,30,27,35,35,35,35,35,35,31,35,35,30,33,35,35,35,35,35,35,35,35,35
Gîte Michel Fagot,0,0,0,0,0,0,25,27,27,27,27,25,24,27,27,25,23,25,22,27,27,23,23,26,24,19,16,19,27,15,18,27,27,25,23,20,23,27,17,14,25,20,22,16,23,22,27,25,20,23,27,23,27,23,27,26,27,19,22,27,19,25,27,21,21,27,23,27,27,26,27,21,24,19,26,25,24,23,23,27,21,27,27,18,24,24,27,23,25,24,27,26,21,25,25,25,27,27,27,27,27,25,27,23,23,27,27,27,27,23,27,25,27,27,27,27,27,27,0,0
Refuge du Fioux,22,22,22,22,20,20,21,22,22,22,22,22,20,9,4,16,22,16,22,12,10,22,22,22,16,11,22,7,7,22,3,20,15,22,0,20,21,15,18,13,22,9,2,18,19,9,22,22,22,12,20,14,15,22,19,3,3,19,16,22,22,22,8,22,22,22,22,22,22,0,0,20,22,22,10,20,22,22,21,17,22,17,22,0,5,22,22,22,18,20,9,22,19,22,22,18,20,8,9,20,22,22,19,15,0,7,22,22,22,22,22,22,0,0,0,0,0,0,0,0
Auberge du Truc,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,5,15,14,13,13,1,4,12,4,15,11,15,14,10,4,1,13,11,6,10,1,3,6,11,6,11,6,6,3,0,9,6,8,0,4,13,6,15,13,11,15,14,9,13,8,5,0,13,11,8,13,15,13,13,8,8,3,2,15,15,10,15,11,9,10,13,13,15,15,11,9,11,12,15,4,15,13,11,4,15,8,10,15,4,8,4,15,15,15,15,15,15,13,8,0,0,0,0,0,0,0,0,0,0,0
La Ferme à Piron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,12,14,0,2,14,14,8,12,14,0,3,12,0,6,0,0,4,0,8,1,8,6,12,0,2,0,0,7,0,11,2,0,13,6,12,13,10,0,0,6,14,6,12,9,3,6,14,14,14,2,5,0,4,11,12,12,12,5,0,5,6,14,12,14,8,0,4,14,0,14,14,0,4,4,12,0,0,14,8,0,1,14,14,14,14,14,0,8,12,14,14,14,14,8,8,10,10,10,10,10,10,0
Gîte les Mélèzes,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,4,7,0,7,3,0,0,4,2,0,6,3,4,0,2,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,6,0,6,0,2,0,1,6,0,10,1,0,0,0,6,0,5,9,3,0,6,8,0,4,6,2,5,0,0,0,5,0,0,0,8,6,0,10,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte le Pontet,72,72,69,72,72,60,60,70,58,72,72,72,54,52,17,34,72,72,58,29,25,17,23,70,56,40,36,41,23,17,32,52,36,11,20,10,28,46,40,58,43,24,20,2,61,42,12,8,0,18,11,37,48,56,66,23,13,27,70,22,44,54,16,8,16,40,58,32,62,23,19,27,71,46,58,50,42,15,33,57,59,45,42,23,45,29,67,48,56,52,36,41,20,44,45,46,54,28,10,37,72,72,58,49,70,41,45,72,72,48,66,72,72,70,72,72,72,72,72,72
Refuge de Nant Borrant,0,0,0,0,10,10,10,9,10,7,10,8,10,10,0,0,3,6,0,1,3,0,0,8,3,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,3,4,2,2,8,6,0,1,4,10,2,9,0,0,6,0,0,0,0,0,0,9,5,9,4,10,0,0,9,7,1,0,2,2,0,6,4,1,7,6,5,2,4,7,8,8,0,4,0,0,0,2,3,2,0,0,2,1,4,8,10,10,1,10,10,10,10,10,10,0,0,0,0,0,0,0
Refuge des Prés,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,14,13,16,12,1,16,16,16,10,16,5,12,10,14,11,1,12,11,12,6,1,6,0,8,8,12,8,9,8,16,7,16,16,16,8,14,16,14,1,13,14,9,11,14,16,14,8,13,14,13,16,16,14,14,0,16,16,16,16,16,3,15,13,6,16,2,16,4,8,12,12,16,16,16,2,16,6,10,14,16,16,14,16,12,14,1,10,16,0,14,16,9,16,16,16,16,16,16,16,16,16,16,16,16
Refuge de la Balme,0,0,0,0,0,0,0,0,0,0,0,0,38,34,18,17,26,34,32,36,24,3,36,28,22,23,15,5,16,17,31,7,29,10,27,8,25,9,20,27,0,15,17,27,21,24,36,14,24,26,21,26,23,23,33,21,28,17,19,30,28,22,10,29,21,26,36,29,28,33,18,24,19,31,33,32,31,12,15,25,23,21,38,20,30,28,23,38,37,0,28,28,17,26,18,37,30,28,16,35,24,34,21,25,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
