,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28
Chalet Les Méandres (ex Tupilak),30,30,30,30,30,30,30,30,30,30,30,29,26,19,28,21,30,24,30,28,22,19,27,30,0,0,0,0,0,0,32,33,31,35,27,25,29,28,35,32,33,30,24,35,34,31,31,35,34,31,27,28,26,27,35,35,35,32,35,33,35,35,35,33,35,35,35,33,33,29,29,31,32,35,35,32,30,28,35,30,33,30,31,28,33,33,29,27,29,29,26,35,29,35,35,35,33,35,30,27,25,35,35,35,35,35,31,35,35,30,33,35,35,35,35,35,35,35,35,35
Gîte Michel Fagot,0,0,0,0,0,0,22,25,27,27,25,25,24,26,25,20,16,25,20,27,22,21,22,23,15,1,10,21,17,12,17,26,17,23,19,16,6,25,14,18,23,18,22,15,17,19,22,25,16,23,27,23,27,23,21,20,27,18,20,25,18,24,27,13,18,23,19,25,22,18,25,20,23,15,26,25,22,21,27,24,16,27,27,22,24,22,23,21,23,20,19,26,19,18,25,25,27,21,27,27,23,21,27,24,26,16,27,25,27,27,27,25,27,27,27,27,27,27,0,0
Refuge du Fioux,22,22,22,22,20,20,21,22,22,21,20,22,16,9,4,12,19,16,19,12,7,11,22,20,16,5,21,7,7,20,2,15,15,22,0,20,21,15,18,13,22,9,2,18,15,6,18,16,20,10,20,14,15,22,19,3,3,19,16,14,16,22,3,22,21,21,22,16,19,0,0,20,22,22,10,20,18,22,21,17,19,17,18,0,3,20,22,20,17,17,9,18,19,22,22,18,20,6,4,20,22,8,18,15,0,7,22,22,22,22,22,22,0,0,0,0,0,0,0,0
Auberge du Truc,0,0,0,0,0,0,0,0,0,15,15,1,8,15,2,0,15,15,14,9,3,7,9,1,14,12,18,15,13,3,2,19,15,0,14,11,9,16,6,13,12,13,3,13,8,8,1,0,9,12,19,7,25,18,4,0,23,16,14,9,13,0,15,18,13,1,10,18,17,1,15,15,0,22,13,7,20,16,5,6,20,15,22,10,9,14,16,11,0,3,21,16,1,0,7,8,10,15,2,4,4,11,13,13,15,15,15,13,8,0,0,0,0,0,0,0,0,0,0,0
La Ferme à Piron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,12,12,0,0,14,14,0,12,9,0,3,6,0,0,0,0,0,2,3,1,4,6,8,0,2,0,0,7,0,7,2,0,9,6,12,12,6,0,0,4,14,6,12,3,2,1,11,12,11,2,3,0,2,2,12,12,12,5,0,5,4,14,12,11,8,0,1,14,0,14,12,0,2,4,4,0,0,14,6,0,1,14,14,8,4,12,0,8,11,14,14,14,14,8,8,10,10,10,10,0,0,0
Gîte les Mélèzes,0,0,0,0,0,0,0,0,0,0,0,8,10,1,4,2,5,0,2,3,0,4,1,2,0,2,3,4,4,1,0,0,4,0,0,2,0,1,0,4,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6,0,3,10,2,0,0,4,0,6,1,0,0,0,6,0,1,7,3,0,4,5,0,4,4,2,5,0,0,0,5,0,0,0,4,0,0,8,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte le Pontet,72,72,69,72,68,60,43,67,56,72,68,64,49,43,17,31,62,49,52,27,23,13,23,70,54,40,28,32,14,9,7,37,28,8,18,2,21,42,37,58,27,20,14,2,57,35,7,0,0,18,2,35,48,56,66,21,7,27,66,22,26,34,8,8,7,39,49,30,57,22,16,22,65,35,46,36,32,5,33,53,59,37,38,18,40,29,61,45,56,52,36,37,16,39,25,36,49,17,8,34,72,54,58,48,57,41,45,72,72,48,66,72,72,70,72,72,72,72,72,72
Refuge de Nant Borrant,0,0,0,0,10,10,10,9,8,10,9,4,10,6,3,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,5,0,1,7,0,2,5,0,0,4,0,0,3,0,0,0,1,10,0,2,10,0,0,6,5,3,0,2,2,0,4,5,8,3,2,4,0,1,1,3,0,0,0,0,0,0,3,5,4,0,0,1,0,0,5,10,7,8,10,10,10,10,10,10,0,0,0,0,0,0,0
Refuge des Prés,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2,13,8,16,7,1,16,16,11,10,6,5,5,0,5,9,1,12,8,10,6,0,0,0,4,1,12,8,0,8,9,4,6,11,16,6,12,16,14,0,3,16,9,4,15,12,11,8,10,6,13,14,16,14,7,4,12,16,16,16,16,3,7,8,2,14,2,14,2,8,10,12,16,16,2,0,16,6,4,14,14,16,14,16,12,14,0,7,14,0,12,16,9,16,16,16,16,16,16,16,16,16,16,16,16
Refuge de la Balme,0,0,0,0,0,0,0,0,0,0,0,0,23,20,8,6,19,31,26,23,11,0,8,18,16,22,9,1,0,1,25,1,22,1,22,0,0,0,0,2,0,0,7,15,21,5,32,7,2,26,11,17,15,1,17,8,8,9,15,19,15,10,5,23,8,20,18,24,4,30,3,6,14,28,27,25,31,1,9,21,15,17,21,17,19,18,15,32,33,0,12,28,6,20,10,27,30,28,0,25,16,25,21,15,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auberge-Refuge de la Nova,0,0,0,0,0,33,59,59,30,27,45,33,10,46,19,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,18,18,29,33,49,49,48,47,61,61,31,0,0
Les Chambres du Soleil,26,29,29,22,0,4,16,16,24,14,22,0,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,5,0,27,21,29,27,29,0,29,29,29
Refuge des Mottets,0,0,0,0,0,0,0,0,0,12,20,13,16,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,8,11,12,10,12,20,10,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,8,9,0,10,10,3,0,7,4,0,5,10,10,0,10,0,0,9,10,6,0,7,8,0,4,4,10,0,0,10,0,8,6,10,0,6,8,0,4,10,10,0,4,10,0,3,6,10,0,10,4,0,10,10,10,8,3,10,0,10,6,10,0,10,1,0,8,10,10,0,3,10,0,10,10,2,0,7,10,0,10,0,10,0,10,7,0,6,0,10,0,10,10,0,10,10,10,0,10,10,10,10
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,19,19,19,19,19,16,19,19,19,19,18,15,17,19,17,16,11,8,10,13,14,5,19,19,19,19,8,9,5,10,13,9,8,9,6,6,8,16,16,15,10,19,17,7,15,15,14,19,18,9,12,16,11,11,11,19,19,12,12,15,17,3,18,17,7,15,7,17,19,19,19,19,13,18,16,15,15,14,9,10,17,13,16,17,19,19,19,9,12,17,17,13,8,17,13,19,17,9,19,19,17,19,14,16,16,19,0,0,0,0,0,0,0,0
Gîte Le Moulin,28,28,28,28,28,25,28,13,28,26,25,28,28,15,15,27,28,23,18,11,0,15,21,23,1,12,4,0,0,6,24,6,10,3,2,0,14,16,1,0,0,0,0,23,7,0,13,1,0,0,0,23,16,1,0,0,0,9,16,0,13,2,6,1,4,20,22,7,0,0,0,25,4,1,14,6,9,0,20,8,22,4,0,2,10,23,13,11,21,2,7,6,25,12,19,8,1,3,2,19,14,5,10,0,6,0,24,14,24,22,3,9,2,11,28,28,28,28,28,28
Auberge la Boërne,1,0,0,33,33,33,30,33,33,30,33,30,32,28,17,33,15,27,0,3,16,5,10,16,1,1,18,7,0,3,9,1,1,0,13,1,13,0,0,0,0,0,0,21,6,9,0,11,11,14,21,1,10,0,2,1,0,3,3,0,0,1,22,5,0,10,13,0,1,0,24,15,0,29,6,0,4,5,5,0,1,0,0,27,21,1,8,0,0,8,15,15,21,3,11,0,0,16,2,2,3,0,0,0,5,23,10,22,30,17,27,16,31,32,21,33,19,33,33,33
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,14,11,12,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,10,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,38,36,21,36,38,28,37,23,20,0,4,33,34,20,23,1,1,22,32,21,8,20,25,2,19,20,1,11,9,5,2,6,0,1,18,0,0,5,19,8,14,17,5,13,7,1,18,21,21,4,21,1,23,30,0,19,0,0,0,24,17,26,33,30,9,0,19,36,35,19,19,0,0,25,28,33,23,0,34,14,26,0,29,10,26,19,0,0,6,33,33,23,12,11,23,32,36,35,28,7,21,40,40,40,40,0,0,0,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,24,22,24,18,27,21,17,30,26,30,28,18,17,0,28,14,8,26,5,8,14,3,8,0,23,22,0,3,22,13,24,24,18,11,20,22,25,28,30,7,10,6,18,28,17,20,16,6,0,15,17,28,24,11,13,14,21,20,25,30,23,6,1,22,33,26,16,20,14,20,18,16,10,25,21,13,19,28,26,18,26,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Monte Bianco CAI Uget,47,26,11,0,10,29,60,34,46,46,0,42,60,60,44,44,12,0,6,50,32,32,12,0,0,5,33,24,42,44,0,0,2,14,12,28,38,0,0,5,0,26,40,18,0,0,4,26,9,33,36,0,0,3,24,23,54,32,0,0,5,6,42,48,36,3,0,0,9,28,58,14,0,0,8,0,0,8,6,0,0,6,44,30,60,37,10,7,11,49,32,37,46,5,3,7,35,7,44,17,0,0,7,42,27,41,36,6,0,16,50,46,44,46,46,25,46,0,0,0
Rifugio G. Bertone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,5,25,37,1,19,16,6,4,7,19,10,4,8,20,0,23,10,6,1,7,36,0,0,2,0,0,1,24,9,1,24,18,6,5,33,13,0,36,0,0,9,29,5,0,38,21,0,10,17,3,0,1,0,1,31,33,6,0,26,6,0,5,15,10,8,35,1,1,1,0,6,4,16,0,3,8,31,10,5,25,25,6,43,25,5,0,13,8,3,20,24,4,3,30,19,17,0,0,0,0,0,0,0,0
Hotel Funivia,0,0,0,0,4,2,2,10,12,12,12,12,10,10,8,12,14,12,4,12,6,0,8,8,12,12,10,10,10,12,10,4,4,0,0,2,0,4,10,6,0,0,10,10,0,10,8,0,0,10,10,0,10,10,0,0,6,6,6,10,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,2,10,0,0,2,0,2,0,4,4,4,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,29,28,33,29,31,20,20,0,29,29,6,1,8,1,1,10,27,29,14,11,16,2,14,18,11,13,13,10,0,20,10,26,3,15,0,12,20,18,22,1,13,20,7,25,0,21,13,0,19,6,19,31,23,7,10,0,0,1,0,23,12,13,18,1,25,19,0,2,25,15,0,27,21,18,12,19,14,13,29,24,13,22,6,19,1,30,10,25,9,21,14,3,31,12,24,21,24,17,0,33,0,0,0,0,0,0,0,0,0,0
